K,WC-SSD,SC
2.0,3180.3983046,0.0
3.0,3142.95061061,0.0
4.0,3020.57804423,0.0
5.0,3085.15702985,0.0
6.0,2963.72333298,0.0
7.0,2945.67257018,0.0
8.0,2931.03568439,0.0
9.0,2903.15087447,0.0
10.0,2897.82611323,0.0
11.0,2961.37970215,0.0
12.0,2859.44142506,0.0
13.0,2862.49065592,0.0
14.0,2812.11946192,0.0
15.0,2804.6771107,0.0
16.0,2804.460102,0.0
17.0,2763.61479084,0.0
18.0,2921.40959594,0.0
19.0,2776.13256113,0.0
