K,WCSSD-Mean,Purity,NMI,Runs
116,2610.7541139,0.303587445676,0.258495412719,12
117,2604.17854755,0.303284778478,0.254056016698,14
118,2608.66631386,0.310725397265,0.255417943867,16
119,2597.18683328,0.302358859503,0.245459556524,15
120,2601.4517342,0.300551056161,0.253519195476,17
121,2611.5774553,0.304049216068,0.251213844338,16
122,2603.99642292,0.310152125199,0.256449318586,15
123,2600.9346757,0.317795664874,0.255502053684,16
124,2599.41960365,0.308383065661,0.25485405983,15
125,2589.91019244,0.303058738835,0.252578628883,14
126,2582.48723871,0.31211353305,0.255106985317,13
127,2591.98222861,0.305357581121,0.246027104661,15
128,2583.50636198,0.310185855046,0.255396742448,19
129,2584.05107113,0.311050963489,0.255420272652,16
130,2583.35080034,0.315247803298,0.255778015889,14
131,2585.61832652,0.314925323972,0.253153480386,21
132,2571.4489912,0.307905519205,0.255252192739,11
133,2580.06999611,0.31573365406,0.254830163093,11
134,2560.18909588,0.31613660614,0.253988308487,11
135,2569.68284929,0.314552489189,0.255903412558,26
136,2574.23147352,0.308667411129,0.252530108741,17
137,2589.04565912,0.308568823055,0.254171467415,13
138,2555.58990157,0.315976865438,0.251210756596,11
139,2560.92424267,0.315766454554,0.253780279007,18
140,2568.36784686,0.316505024861,0.251760234289,12
141,2566.22666344,0.313258426417,0.258504538299,17
142,2566.36034223,0.314518615978,0.251832390723,19
143,2544.04221423,0.321674274555,0.252364651584,18
144,2553.79217804,0.32016896623,0.255516936155,17
145,2547.3969929,0.316743645761,0.251460229986,18
146,2543.88515806,0.317783197018,0.250237213274,13
147,2551.07374068,0.318906117259,0.261470079973,15
148,2554.46996891,0.319783150015,0.262405875301,11
149,2543.75423529,0.315122286437,0.251204853638,10
150,2527.531924,0.319908909122,0.253882172124,14
151,2536.9984437,0.325652969416,0.256517020182,21
152,2531.62461608,0.319162948499,0.24920498655,14
153,2538.37588248,0.322872315658,0.258372647616,15
154,2523.17398711,0.321648131115,0.254142580768,9
155,2532.95364591,0.329371349378,0.252042201037,16
156,2529.94306873,0.322695116619,0.256713171193,18
157,2519.88825325,0.324766964219,0.258764388519,16
158,2515.63641625,0.325154905902,0.257731637619,19
159,2511.29932418,0.325394514113,0.257535677711,17
160,2507.17662289,0.324951682075,0.256294924358,14
161,2520.50630383,0.321577053019,0.253479354751,17
162,2522.16384016,0.322045889237,0.254362245039,11
163,2513.31017302,0.330010496688,0.250478262126,16
164,2511.06500194,0.320481698896,0.254390365526,10
165,2503.88419627,0.327022772701,0.251160643434,23
166,2506.43798222,0.329502628638,0.251811864683,14
167,2520.41446761,0.328008732015,0.255683667945,20
168,2502.34485587,0.319894908748,0.254828577183,9
169,2499.10067106,0.329764886749,0.258736254363,22
170,2502.99503046,0.321439866403,0.247119192616,6
171,2502.66568259,0.334729384231,0.258979921695,21
172,2510.00588503,0.326879090583,0.257849570078,12
173,2501.7390782,0.328690154947,0.250250731151,18
174,2499.2942889,0.342396178514,0.262512241867,25
175,2485.25690715,0.334451599983,0.255823485325,17
176,2495.94481733,0.332868491911,0.247888036718,10
177,2490.46615753,0.331223540872,0.252202959835,14
178,2488.1517771,0.335365416331,0.254917332645,12
179,2481.48457657,0.339311189829,0.254924923374,15
180,2488.95341568,0.330854695499,0.254435858624,14
181,2490.35933301,0.3347983568,0.255402904348,25
182,2485.58082089,0.332018469803,0.256262746116,18
183,2476.64841528,0.336262989872,0.25290486204,16
184,2477.43399735,0.333454958306,0.251092500058,13
185,2476.44610213,0.328170235782,0.252358539989,10
186,2485.42961661,0.336121227089,0.254009527622,14
187,2463.12145112,0.340617078053,0.256844725195,18
188,2469.16505857,0.346008669594,0.256113093167,18
189,2458.02229102,0.33114753629,0.252451617759,11
190,2475.19704202,0.337931326627,0.257746942709,23
191,2470.09419588,0.340122740473,0.258358431974,9
192,2465.07411001,0.343462448498,0.263738732419,18
193,2462.56059155,0.338081154462,0.252955899375,16
194,2462.16376704,0.340820184326,0.256254457442,20
195,2466.741529,0.33896947321,0.254255429014,13
196,2442.96202223,0.343021844047,0.255681650017,15
197,2459.54243073,0.344774412937,0.259182448878,18
198,2458.45081718,0.347482923724,0.25888904214,21
199,2443.03153737,0.34374164747,0.259366139108,8
200,2454.39024152,0.34107266071,0.25980392337,11
201,2451.08481931,0.348572522873,0.257418304474,18
202,2442.50958014,0.347293652275,0.255912600862,14
203,2447.90110041,0.344841844557,0.251689270176,18
204,2448.30447659,0.337429045707,0.252387520281,16
205,2442.13793172,0.338696607525,0.256632919841,17
206,2439.16847912,0.345008009227,0.256115847733,11
207,2441.37196259,0.345869132466,0.260339464725,24
208,2442.23920195,0.337103186128,0.257397257468,12
209,2428.27537292,0.34347195671,0.252957731481,12
210,2443.33626564,0.345531745988,0.255960107817,14
211,2433.18974596,0.339486725681,0.249615531138,15
212,2433.83943651,0.346391938168,0.258791983105,19
213,2424.34778312,0.34735691754,0.25874533082,12
214,2427.21031241,0.348000780558,0.258412947913,16
215,2431.49129065,0.356447893409,0.257451881465,19
216,2412.10419789,0.348475127909,0.254441358351,20
217,2433.89217765,0.347116712451,0.261010902795,13
218,2411.36925531,0.349308789946,0.266570375293,15
219,2421.55788119,0.349915253444,0.263053531085,22
220,2419.88380511,0.350958127765,0.265371834432,15
221,2413.52240707,0.348951195934,0.253196920709,13
222,2425.65237791,0.356681798727,0.257320222861,16
223,2417.24903991,0.348299931656,0.256624929734,21
224,2408.82025144,0.358701692747,0.25390168681,20
225,2430.6452937,0.349075292717,0.254607447191,6
226,2416.57262333,0.35245882253,0.259262001286,13
227,2415.63936448,0.351636670187,0.263115920054,17
228,2414.45271413,0.352257120371,0.255777645522,17
229,2401.97259636,0.350903232411,0.259694913845,14
230,2405.31076066,0.352742964443,0.2596392525,16
231,2410.0695673,0.355274365259,0.264716692692,15
232,2408.77498992,0.357874766558,0.261761402443,22
233,2411.69153419,0.355239912849,0.268582207039,10
234,2397.48705276,0.352505420662,0.255134074354,20
235,2390.68646797,0.357305437658,0.267029500032,12
236,2402.43020394,0.355286249863,0.261524651683,14
237,2399.92237143,0.355834421009,0.261881125382,17
238,2404.52888328,0.359119597925,0.261191697472,22
239,2391.89740599,0.35838821203,0.26443722036,15
240,2388.7696433,0.354456932446,0.253952049019,13
241,2397.36561264,0.357086392007,0.261444997889,16
242,2387.27004538,0.360476654421,0.256951330227,17
243,2385.32420677,0.354137659789,0.256396539886,16
244,2392.36156203,0.357791875169,0.258228993308,14
245,2392.20194484,0.356816625422,0.256898996635,17
246,2382.62817872,0.356891721048,0.264838458079,9
247,2384.27303113,0.364916206472,0.258837671825,19
248,2384.36771622,0.358659618924,0.256855866703,13
249,2379.99120123,0.362169716525,0.26060198267,17
250,2370.23351086,0.361488540648,0.261898910752,13
251,2377.03509315,0.36708995644,0.266877216877,14
252,2366.44811487,0.376596034132,0.261707762794,26
253,2379.68213421,0.359836580435,0.258127813764,10
254,2369.05464273,0.361253412802,0.26266432166,17
255,2364.87556287,0.363428356718,0.262418952957,17
256,2369.53209673,0.359024992769,0.25692744101,15
257,2375.93900766,0.360157538206,0.260062746719,12
258,2362.52330958,0.365854916561,0.264148778992,17
259,2372.05929402,0.362786126749,0.263359646467,15
260,2373.15735103,0.358330781805,0.259918318833,10
261,2364.12430782,0.362778615304,0.262160518241,22
262,2356.21238654,0.364523810249,0.262506174863,12
263,2361.22245415,0.363832309784,0.259613539271,17
264,2361.69580941,0.370134446506,0.262978930492,17
265,2354.26723968,0.373588163277,0.267350464399,19
266,2359.85699556,0.365356050602,0.262854584648,19
267,2350.04386038,0.369358625228,0.255944375133,13
268,2356.51727716,0.36752839393,0.260540755604,18
269,2350.63809812,0.368957635483,0.261171816483,15
270,2353.55242304,0.367916589747,0.261743796156,14
271,2342.7549853,0.367137949311,0.262600438355,23
272,2348.74532536,0.367286094793,0.258985691952,12
273,2336.05031041,0.372023368814,0.261977925636,18
274,2345.31056634,0.359549571676,0.261418303663,10
275,2335.0845193,0.371716596743,0.264513484055,24
276,2347.66310657,0.368581900816,0.266110148154,24
277,2342.66177705,0.367501271276,0.266441867187,14
278,2340.70046956,0.368032985744,0.261529305895,18
279,2341.90627135,0.369092433174,0.260265223878,13
280,2343.04193251,0.36814937169,0.26455779885,17
281,2327.20682153,0.371535851159,0.261350214888,9
282,2339.4611963,0.375580549605,0.268010750523,18
283,2328.67233068,0.374512900877,0.25950262561,14
284,2332.28473759,0.375968088618,0.265534773917,11
285,2338.9519293,0.370907293348,0.262970196842,14
286,2329.52375879,0.375001204163,0.264396944596,18
287,2329.88967265,0.368298102401,0.268525622734,18
288,2330.19784665,0.375499909376,0.260924983609,18
289,2323.36456415,0.373487949352,0.265911340867,21
290,2322.84160726,0.380433300242,0.262763248818,18
291,2318.69918677,0.373449310832,0.268840909992,16
292,2313.70702447,0.380493132382,0.263218166347,17
293,2316.68769407,0.377398620959,0.266950763922,19
294,2315.06272078,0.377241194844,0.266046518515,16
295,2308.50658807,0.384481156758,0.264404740358,21
296,2311.01682455,0.375337137786,0.258020706608,11
297,2314.5558904,0.382846991485,0.26457883342,15
298,2307.79018009,0.381030722717,0.264506922659,18
299,2308.64001552,0.37443717098,0.260576508516,15
300,2308.26811146,0.382564042076,0.264384477227,13
301,2314.95772776,0.377352327815,0.258997725181,14
302,2306.83711496,0.370839026846,0.2583925112,9
303,2311.94723932,0.384474263192,0.266821294428,18
304,2301.12783674,0.378389515551,0.262906669934,17
305,2299.9306599,0.384045830043,0.263460141839,14
306,2303.93868485,0.380579432238,0.262512216984,25
307,2306.35308951,0.376364094236,0.268372662888,15
308,2299.51493991,0.381428032828,0.262927898215,21
309,2298.55281263,0.379854902228,0.2623965081,10
310,2298.99832705,0.377386398658,0.260902296731,17
311,2300.70854753,0.382411485777,0.26465290142,16
312,2289.99838136,0.388637644435,0.263142190336,16
313,2297.87853096,0.391525706869,0.267197753788,21
314,2292.3303645,0.38533024748,0.260059075465,10
315,2289.2002908,0.384194983028,0.275166945607,26
316,2289.73192784,0.383866757355,0.261406941175,14
317,2293.73263799,0.388342342082,0.260741106595,13
318,2292.33058685,0.37966383441,0.26150156227,12
319,2280.33444906,0.383950161862,0.263193998249,16
320,2279.89991529,0.387399254035,0.269928427963,15
321,2289.03112222,0.387427955994,0.264841151992,23
322,2286.50119762,0.386760822435,0.26830169147,13
323,2282.55596569,0.381596477797,0.262081210758,17
324,2287.73996917,0.387792852311,0.264797949709,17
325,2272.33312525,0.389286268894,0.265348670136,19
326,2271.61344905,0.383905528715,0.259493854806,12
327,2279.49707717,0.383583018775,0.263262358427,9
328,2275.87739502,0.388510478828,0.268192900421,22
329,2274.00757162,0.395976322852,0.264010293306,17
330,2271.81536933,0.398327701513,0.267373200353,18
331,2269.715703,0.398246116915,0.268873525841,16
332,2268.6067156,0.395230083525,0.261817710548,13
333,2274.23812467,0.39019573186,0.265989009971,20
334,2289.07215799,0.394897611741,0.268919372763,12
335,2271.82168095,0.383226276896,0.262966992596,15
336,2277.70753529,0.396844577127,0.26905653398,30
337,2261.39820375,0.386637997728,0.264039865051,7
338,2258.39296813,0.390474938428,0.264816553287,13
339,2253.9076991,0.394464608814,0.263794741916,23
340,2262.14364009,0.39241324685,0.272783572344,14
341,2260.52896668,0.392243158305,0.265568158291,15
342,2250.0441559,0.40005862943,0.264814112682,18
343,2259.28143994,0.393227014947,0.268964886979,17
344,2256.59547855,0.395574293852,0.267955347247,19
345,2251.65222585,0.393603942958,0.26419285854,14
346,2243.16120467,0.402006126015,0.266037870261,11
347,2257.02401198,0.394402842172,0.266942529793,12
348,2260.34573286,0.398728840428,0.269458915894,17
349,2242.19127044,0.399201206923,0.268459443028,20
350,2248.48169641,0.39715128704,0.264566259142,15
351,2248.79642357,0.393719596482,0.266411562177,14
352,2248.63383227,0.397948930361,0.267607800564,22
353,2245.37643638,0.40811951911,0.266769110946,14
354,2247.88215901,0.396408804874,0.267678870196,16
355,2241.75730913,0.405932709484,0.273609561529,17
356,2236.56252236,0.40512448975,0.270172839701,16
357,2243.64504171,0.396326506461,0.271991476462,18
358,2249.67783764,0.406162679803,0.269431717746,21
359,2239.84716084,0.396666772386,0.263414282257,16
360,2241.82276751,0.398460655948,0.271197624382,23
361,2238.15611754,0.405721802428,0.274909873902,17
362,2235.22656762,0.398512841782,0.271298320613,15
363,2241.19931631,0.399037185499,0.269392453464,7
364,2235.82777783,0.401889124768,0.268200546975,19
365,2229.52533245,0.400867067613,0.267853088534,18
366,2230.66031219,0.406243672694,0.271995170589,15
367,2224.37355101,0.40220884563,0.271086481103,12
368,2222.31111266,0.409612825727,0.27574096041,19
369,2228.03636444,0.4002051455,0.268521609003,15
370,2224.89613116,0.405992276389,0.269851924933,22
371,2223.91371714,0.40811699386,0.268904633193,14
372,2236.10322042,0.402623223005,0.271786873125,14
373,2209.24820261,0.409347635481,0.270438827982,13
374,2229.60295367,0.399223560257,0.271411386603,13
375,2220.70456916,0.409006946014,0.268481621292,23
376,2204.60432087,0.40125672913,0.26683601732,15
377,2215.72820723,0.406609877343,0.273634300104,24
378,2219.8148088,0.416548827655,0.271922935125,17
379,2215.85305812,0.40514779065,0.268462817512,15
380,2201.50409463,0.409931556751,0.270267211426,14
381,2207.56820564,0.410462430399,0.27509327954,15
382,2214.01355348,0.408772206233,0.268214557959,13
383,2217.65259456,0.401577136441,0.272380493111,17
384,2201.65383616,0.406515134426,0.268465731728,12
385,2213.72298026,0.414525680238,0.274426033523,19
386,2204.95531941,0.401310609615,0.269904268149,13
387,2209.78914916,0.404859654285,0.268929563692,13
388,2207.81124245,0.40785006194,0.272886524273,24
389,2208.48806839,0.411768715224,0.274368437752,16
390,2197.90914006,0.415560070187,0.271180117961,20
391,2199.67149238,0.408100319424,0.270736043003,13
392,2192.82764603,0.415635319894,0.270540892331,19
393,2190.36741031,0.41369084278,0.274142627128,12
394,2196.05614261,0.413573987354,0.275626192347,17
395,2195.87862627,0.413301816103,0.273221663553,16
396,2192.10345508,0.424463385865,0.272063805834,21
397,2182.330546,0.413488883462,0.269065489002,15
398,2188.9084867,0.414401338575,0.271246939004,21
399,2191.27528521,0.409415282618,0.272259810806,20
400,2205.88961193,0.419047234626,0.27371034529,19
401,2191.05349461,0.411806885526,0.273566166085,21
402,2181.85046354,0.411025041103,0.272452790011,10
403,2181.54997135,0.41956870088,0.281463175528,20
404,2190.27875971,0.411732749002,0.268790702201,15
405,2184.30261515,0.410053044194,0.270238342358,14
406,2186.51088238,0.414879248057,0.27211521756,22
407,2186.24971141,0.413809892308,0.269185162715,13
408,2170.71791561,0.421097887697,0.272575002012,18
409,2170.64310256,0.416312475727,0.276126382914,14
410,2172.66218728,0.41352602119,0.272485979923,14
411,2182.8237847,0.415431990739,0.270879044581,13
412,2169.02674294,0.419721986363,0.271215065961,22
413,2165.90763995,0.415035980865,0.273277467996,15
414,2172.08780555,0.420589688416,0.269261519535,19
415,2165.19063887,0.421459451925,0.272312517119,20
416,2164.09351343,0.4188448635,0.271092878012,13
417,2169.97816205,0.418538686391,0.271523077758,14
418,2163.26351337,0.426173617944,0.274087595743,22
419,2166.33882343,0.41762944045,0.271024935562,14
420,2157.26104536,0.421639203633,0.272535030086,19
421,2164.86965297,0.420945371743,0.270184005781,18
422,2158.12596801,0.423596560349,0.275808266287,17
423,2168.0166605,0.415570931909,0.269770485541,23
424,2160.40505998,0.421291241329,0.274434456752,19
425,2165.49712815,0.417772007134,0.273458603823,14
426,2158.76241941,0.418051255799,0.270430419225,19
427,2158.36030895,0.427972859173,0.272198693342,17
428,2149.38640334,0.419252159504,0.272836373214,18
429,2148.75315961,0.42381607363,0.266811259915,10
430,2155.32057351,0.420651279748,0.275530375804,23
431,2150.58719128,0.42396014054,0.275207011841,20
432,2148.92255079,0.425039228063,0.27242050707,10
433,2145.20326451,0.426035670893,0.2717536934,18
434,2154.39211463,0.428777430921,0.275548967789,17
435,2150.53540486,0.425608550775,0.271033777489,17
436,2156.34373166,0.428661077394,0.273728498013,14
437,2143.61574758,0.427354388693,0.274148784636,18
438,2144.71177766,0.431737680261,0.273247057986,18
439,2141.42608732,0.432823605228,0.272972026534,15
440,2148.27803682,0.431069475383,0.275490184205,20
441,2150.12514083,0.425259077484,0.274781218114,16
442,2140.76169582,0.425045543241,0.275153787833,14
443,2139.47509993,0.424975997685,0.273188168762,20
444,2144.90651742,0.421623077951,0.270128858043,15
445,2141.38043109,0.423558388998,0.274344677277,15
446,2135.74252694,0.435406920064,0.273014415771,26
447,2142.55016602,0.425374673881,0.27780790346,16
448,2128.64092395,0.431414865023,0.275966104463,17
449,2138.60304199,0.424668637893,0.277158843947,20
450,2145.41480129,0.424173646968,0.275844744854,15
451,2137.25055406,0.43241948469,0.276368140345,14
452,2128.45038252,0.428095699002,0.273124981227,9
453,2134.03544813,0.432683949738,0.27735989429,16
454,2130.27009054,0.423499939605,0.276226681509,14
455,2124.80520683,0.438343590693,0.276365055432,9
456,2119.35874078,0.433658507645,0.275300159473,13
457,2122.93688249,0.426448233421,0.274642386795,10
458,2122.67460007,0.438931035564,0.275728323798,18
459,2114.43808254,0.43769258936,0.279810203569,20
460,2128.45852015,0.430378258261,0.27558878974,25
461,2118.71808302,0.434026638334,0.275365086597,14
462,2110.21097453,0.440942798242,0.275445527602,20
463,2115.5605562,0.444563931483,0.278643544194,16
464,2120.62506958,0.432792092741,0.277724473658,20
465,2117.1584426,0.435304707467,0.276808431661,21
466,2107.55575016,0.439663904948,0.276315892453,23
467,2107.73040859,0.43374876833,0.276764949255,13
468,2104.14163503,0.437153993536,0.274170080115,18
469,2113.81292528,0.439523061766,0.281798230254,23
470,2110.60809775,0.436564562303,0.275473676259,18
471,2108.49967261,0.434577646434,0.27635936305,12
472,2114.42625269,0.429080802893,0.277228986209,14
473,2106.48667476,0.439989459245,0.276455702045,16
474,2103.12739969,0.442802412775,0.274205820715,12
475,2108.1952823,0.433876523262,0.279906224312,19
476,2105.82274121,0.435295879688,0.280110204083,17
477,2106.15611982,0.435793857306,0.276553881394,17
478,2098.56227923,0.438808617095,0.276899751887,13
479,2104.67438821,0.438905819102,0.279069262264,20
480,2092.22814177,0.445781582287,0.280962342134,18
481,2102.06759979,0.438512994942,0.277550512278,16
482,2097.17970712,0.447793331583,0.280991703846,18
483,2093.67775301,0.438219004232,0.276896945783,10
484,2089.27040594,0.44880743507,0.27643998454,16
485,2101.61708405,0.445184745221,0.280923664589,13
486,2094.12099445,0.439820250048,0.279149478304,20
487,2090.50532608,0.442302344192,0.281497439958,24
488,2094.2422499,0.4353007245,0.275944688602,17
489,2090.84606897,0.454805823577,0.281656689743,16
490,2092.12725051,0.440549780719,0.277342106965,13
491,2093.57332119,0.441453527701,0.277081310084,15
492,2093.8266742,0.440508557534,0.278428438098,14
493,2089.76731998,0.442577222644,0.282549446307,18
494,2083.22488031,0.441571042055,0.278837720655,11
495,2081.78856308,0.445826692425,0.278823630295,26
496,2089.35870742,0.442615671492,0.27993881361,20
497,2081.38433241,0.44443152581,0.279461916932,23
498,2092.35594173,0.451957734725,0.287891813963,16
499,2083.5639796,0.440934972765,0.276362967363,17
500,2082.20969637,0.44386120983,0.279500348462,23
501,2074.82284053,0.444267657212,0.281526101055,23
502,2068.90797983,0.451384418388,0.279869132466,19
503,2077.08573903,0.449347163317,0.285377270427,25
504,2066.1796194,0.450684936421,0.283946355625,18
505,2081.59835244,0.442551526176,0.282094587938,16
506,2078.5246543,0.450423737273,0.284063943261,13
507,2075.30195928,0.451584102925,0.276525249367,15
508,2070.97433768,0.449072503179,0.282578202827,16
509,2067.25289974,0.454039886054,0.280648595299,13
510,2071.13365057,0.453287850831,0.281906356831,20
511,2061.30387734,0.459575741217,0.282915135432,22
512,2064.82511395,0.453849821757,0.280702769367,21
513,2068.20883939,0.450498219924,0.278752241999,15
514,2060.9637155,0.456803328618,0.28193324849,21
515,2065.1290645,0.458241805923,0.281598656256,16
516,2059.01746869,0.440321800903,0.275995182522,10
517,2055.68373853,0.450773574698,0.27962125161,19
518,2060.43557103,0.467404898364,0.286074112645,18
519,2055.37795627,0.454963616682,0.282540869329,16
520,2055.68928814,0.446645202818,0.280362221157,15
521,2054.73768894,0.455219529084,0.279998295891,15
522,2054.40843189,0.458122786336,0.284985079519,18
523,2055.02981261,0.449992161486,0.281829163454,15
524,2049.61616039,0.448008177412,0.276991707792,9
525,2053.52721512,0.450353538104,0.28193507701,14
526,2055.62987,0.455842592902,0.285871728888,18
527,2041.37584356,0.455539483666,0.282387733716,20
528,2052.83255756,0.453953964021,0.283688971813,15
529,2047.49938355,0.458487765658,0.282105842248,25
530,2045.75580371,0.453637152376,0.280591868233,12
531,2050.47630068,0.449933514159,0.279240568841,13
532,2042.56418985,0.470186297072,0.286481867308,14
533,2040.80317549,0.460712495776,0.281413568544,24
534,2045.62377131,0.461007881641,0.282588555447,24
535,2044.60257316,0.467225026405,0.287338332728,26
536,2047.51839695,0.461957487245,0.279579147807,17
537,2041.55664651,0.464226060767,0.289130493205,19
538,2036.28020903,0.457099512691,0.284452288282,21
539,2036.36658709,0.456411444356,0.279701593939,13
540,2037.83420505,0.463333026861,0.288969015054,24
541,2038.2096102,0.452642095621,0.280381683141,12
542,2036.70823442,0.46486104322,0.285476174439,18
543,2040.20820656,0.469602831826,0.288211687532,19
544,2039.31330678,0.454145897757,0.286822178742,19
545,2040.68195496,0.45315476828,0.281305102381,17
546,2035.17170671,0.459614300689,0.284763498746,14
547,2035.1724605,0.461485816692,0.285239349916,15
548,2027.24092219,0.46541315789,0.287458390573,22
549,2028.31954901,0.465346587779,0.295120822953,16
550,2024.66788028,0.466381377956,0.284670507659,18
551,2022.33895535,0.460638030399,0.283437792179,18
552,2023.35037034,0.466951486742,0.285814149346,17
553,2020.66286536,0.459641221284,0.283344646988,15
554,2013.39196752,0.45807448673,0.28180981371,12
555,2014.93301314,0.463630364842,0.284759227368,16
556,2012.9584837,0.464491068457,0.2861083521,16
557,2015.71210535,0.462228883474,0.286814849612,19
558,2011.4917986,0.466564849436,0.28305368719,20
