K,WCSSD-Mean,WCSSD-Std-Dev,Purity,NMI
212,2444.58090037,28.0510116313,0.460062983109,0.260339464725
213,2443.11712401,18.8692670234,0.460349269969,0.255960107817
214,2434.25362921,19.1394005205,0.464357286001,0.258791983105
215,2434.79171881,16.9922120122,0.464070999141,0.251353279538
216,2428.83349812,21.5992165297,0.460635556828,0.251619566552
217,2435.92516109,23.3217536143,0.45949040939,0.258412947913
218,2433.39748341,13.7769485582,0.457200114515,0.25874533082
219,2419.67170325,23.9943395639,0.470369310049,0.261010902795
220,2428.34088455,22.6835434321,0.466647580876,0.263053531085
221,2422.82818985,26.050433467,0.465502433438,0.263459075143
222,2416.44554173,23.9941319608,0.468365302033,0.254627963063
223,2425.812524,24.9124367456,0.462353277985,0.265371834432
224,2422.25776293,22.6728581121,0.465502433438,0.266570375293
225,2415.03077366,17.7253748145,0.466075007157,0.2643173704
226,2426.60847645,20.2015974273,0.468651588892,0.255808921241
227,2418.00716528,19.3653658448,0.468651588892,0.256624929734
228,2408.87661022,26.442298268,0.466647580876,0.253635579003
229,2422.55491747,23.2524177015,0.468651588892,0.257320222861
230,2410.19882981,16.9445663725,0.470083023189,0.254607447191
231,2413.30468966,24.0170727344,0.48496993988,0.263115920054
232,2420.19353622,22.6907147141,0.4749498998,0.256733972776
233,2413.03122424,24.6640733373,0.467220154595,0.259324562526
234,2405.6750767,25.3842653772,0.468651588892,0.256264675379
235,2403.19162935,24.5034079806,0.464929859719,0.259672237545
236,2404.78557412,19.3153763886,0.470369310049,0.264716692692
237,2406.95876067,27.3480957085,0.465788720298,0.257175813196
238,2405.44673421,21.9532518714,0.470369310049,0.267029500032
239,2396.60412375,18.4231606598,0.469224162611,0.2553417137
240,2408.0616505,20.1595892259,0.468079015173,0.255761129223
241,2397.56094266,21.5450001195,0.470655596908,0.262922137707
242,2398.94557502,23.2761871939,0.471800744346,0.261489429008
243,2394.91900366,19.7203025038,0.470655596908,0.26443722036
244,2396.22059302,17.4381282865,0.47466361294,0.255106716223
245,2396.82889906,23.6750593223,0.476381334097,0.268582207039
246,2392.55164942,22.0638236488,0.472945891784,0.256951330227
247,2391.9313709,24.6223518967,0.4749498998,0.261191697472
248,2396.84989523,11.0587019445,0.463498425422,0.25838652691
249,2390.14759265,17.6969596736,0.472659604924,0.26014808254
250,2391.54492873,21.626587704,0.473518465502,0.261881125382
251,2392.79233344,23.8877727356,0.470369310049,0.256898996635
252,2390.75912508,19.2243929555,0.478099055253,0.256751629963
253,2382.98244385,22.8231325914,0.474377326081,0.257024804081
254,2373.68080218,18.1899244079,0.480961923848,0.26060198267
255,2377.19933047,21.2418804196,0.468079015173,0.266877216877
256,2374.84950963,25.579703617,0.473518465502,0.261898910752
257,2371.1257325,29.9098938403,0.476667620956,0.262296687787
258,2377.80220744,19.7054234175,0.475522473518,0.264838458079
259,2370.73317982,20.3644366399,0.478957915832,0.261707762794
260,2367.40327134,25.6721812001,0.494131119382,0.26015243994
261,2364.22365917,19.7416354817,0.480389350129,0.26266432166
262,2371.22372335,27.6763248575,0.476667620956,0.258127813764
263,2372.2679003,23.6059052122,0.4749498998,0.257984425006
264,2369.88220292,24.6200731265,0.481820784426,0.262418952957
265,2370.95320876,25.0199897569,0.477240194675,0.260062746719
266,2359.97275983,20.4452663167,0.481534497567,0.264148778992
267,2355.62586108,22.0497496482,0.47466361294,0.262506174863
268,2368.67877195,18.1673053237,0.481248210707,0.262160518241
269,2366.1801006,27.0546479634,0.477526481534,0.258241211293
270,2362.13806607,25.9486989153,0.480961923848,0.267350464399
271,2358.38744955,28.5959853752,0.481534497567,0.257105393248
272,2357.76161001,23.558411742,0.479244202691,0.262425595109
273,2362.41100698,28.5756471496,0.488119095334,0.262978930492
274,2361.45166265,24.0811899106,0.482393358145,0.263359646467
275,2357.00823203,21.940007599,0.483252218723,0.261171816483
276,2346.76696114,20.9653622033,0.492127111366,0.260310462314
277,2346.74982954,20.9328004319,0.484111079301,0.256465242275
278,2347.57450598,24.0854390577,0.482393358145,0.261976067204
279,2348.28624957,13.9631963172,0.476953907816,0.262600438355
280,2340.52604873,23.2431270639,0.480961923848,0.261409352795
281,2343.20232726,18.6017782012,0.478957915832,0.260026021438
282,2335.71122622,22.4106162093,0.482965931864,0.266441867187
283,2343.08603952,21.8760431086,0.485542513599,0.266110148154
284,2341.34571159,22.3916924575,0.481248210707,0.261977925636
285,2339.49104903,23.2662369026,0.479244202691,0.260729791158
286,2345.57842654,17.909680458,0.476953907816,0.26411864135
287,2342.88590783,18.1629255886,0.478099055253,0.256754050171
288,2344.88956187,32.7963155651,0.486687661036,0.261743796156
289,2335.82303083,24.7970675712,0.482107071285,0.26455779885
290,2328.1977996,17.1658186194,0.492413398225,0.265534773917
291,2333.61708605,21.64624979,0.486687661036,0.260404578032
292,2337.59828525,21.0721221624,0.483824792442,0.268010750523
293,2328.20691156,18.3272085302,0.478957915832,0.263013826208
294,2327.57213572,21.912069188,0.486115087317,0.257634566786
295,2333.14166997,27.9122748271,0.488691669052,0.264396944596
296,2335.03061471,18.9621045694,0.481248210707,0.258701183022
297,2337.82748718,20.6062848244,0.498139135414,0.268525622734
298,2319.95512178,24.0123675956,0.483252218723,0.268840909992
299,2311.49264458,21.2451545793,0.484397366161,0.259283246073
300,2318.76310037,17.7794366253,0.482393358145,0.266046518515
301,2320.75205521,29.684143863,0.493272258803,0.264960862653
302,2317.65575999,22.8560602199,0.487546521615,0.261527355306
303,2308.59570361,25.7296538576,0.493272258803,0.263889910471
304,2325.62578007,15.8035454682,0.485828800458,0.265911340867
305,2319.88359598,18.7562925441,0.484111079301,0.266950763922
306,2317.4741128,25.0915510156,0.495276266819,0.264384477227
307,2307.90385997,20.2707304356,0.488691669052,0.26457883342
308,2310.99329967,24.883462434,0.485542513599,0.266821294428
309,2304.78445673,17.8483868951,0.488691669052,0.25894958253
310,2308.5875918,18.9014547174,0.492413398225,0.261361512822
311,2311.8327852,17.8395354362,0.488691669052,0.263045129286
312,2307.64837487,18.2977047932,0.489264242771,0.259901529578
313,2307.46430447,23.3422450177,0.486687661036,0.2644020222
314,2299.47969022,26.5650431444,0.493272258803,0.264506922659
315,2308.24696763,17.708734877,0.489550529631,0.261721201387
316,2302.13535189,15.4636329525,0.490981963928,0.262512216984
317,2308.1953965,17.4803642041,0.485542513599,0.262927898215
318,2301.59868884,16.5748091444,0.485828800458,0.262794566132
319,2300.49700561,21.1643567647,0.493558545663,0.263460141839
320,2296.94549345,22.8790511368,0.49498997996,0.268372662888
321,2300.52644239,23.1124085295,0.488405382193,0.261378406871
322,2297.71163097,22.8240783803,0.487832808474,0.2623965081
323,2296.78444416,30.6501078365,0.490981963928,0.263540252966
324,2293.33560616,17.7292315644,0.494131119382,0.262200741608
325,2286.77885497,23.3431172046,0.491840824506,0.261764185964
326,2291.25911528,21.583695154,0.493844832522,0.275166945607
327,2294.90088694,23.5043599512,0.49985685657,0.260903977749
328,2289.14515846,20.7685653756,0.488119095334,0.263142190336
329,2296.39677068,21.5713799035,0.489264242771,0.263713179769
330,2281.58681441,19.7019499518,0.492127111366,0.269928427963
331,2287.49830398,19.3737633661,0.493844832522,0.261564749234
332,2286.37882495,18.4359158285,0.497280274835,0.260325006405
333,2278.10616817,17.0395051049,0.490695677068,0.262210484318
334,2279.09250954,25.7515498123,0.490695677068,0.264171493655
335,2282.39084238,19.9978000654,0.490981963928,0.26830169147
336,2286.14765538,20.9514669073,0.489264242771,0.264797949709
337,2286.20356194,22.7067633874,0.489550529631,0.265348670136
338,2284.23820743,26.3932489189,0.491554537647,0.268192900421
339,2278.07699467,19.3757181138,0.49498997996,0.261399507949
340,2266.92953241,18.3103271674,0.491268250787,0.264841151992
341,2279.33337836,24.0055483408,0.495562553679,0.265989009971
342,2273.97044083,21.0191960788,0.499570569711,0.265800888766
343,2273.31895522,18.1157692753,0.513598625823,0.267373200353
344,2254.1991102,23.0530122007,0.509018036072,0.264108557125
345,2270.07883339,11.0274391417,0.496993987976,0.262966992596
346,2271.0394362,20.7279327087,0.503006012024,0.265664850463
347,2267.2551174,15.2130650083,0.502433438305,0.264039865051
348,2274.63926555,15.9906462988,0.496993987976,0.264816553287
349,2280.67003741,24.1942937661,0.493558545663,0.264648660293
350,2273.79176431,21.2818165439,0.504437446321,0.26905653398
351,2267.55982006,18.1374162722,0.49498997996,0.268964886979
352,2268.24406854,15.1266521381,0.495276266819,0.262199382969
353,2256.34736211,20.5833763639,0.496135127398,0.262507157422
354,2261.14676108,14.5751365363,0.495562553679,0.259605339454
355,2245.80987364,18.6856043513,0.499570569711,0.268446173958
356,2250.53909713,10.6978886822,0.505582593759,0.265293865731
357,2261.45872296,32.0845649989,0.495276266819,0.272783572344
358,2251.95491862,16.3995241243,0.499284282851,0.263539526415
359,2247.60729918,17.2948095124,0.50014314343,0.266942529793
360,2248.55304142,23.3812317395,0.507586601775,0.269458915894
361,2261.4600829,16.2913066222,0.499284282851,0.267582361881
362,2254.67906255,25.1594363205,0.501288290867,0.263939771924
363,2259.93717622,17.9125876713,0.495562553679,0.267803346343
364,2258.45091654,16.7136987075,0.508445462353,0.268459443028
365,2241.03180212,17.2224013751,0.512453478385,0.269431717746
366,2249.4108266,18.3454678959,0.503006012024,0.266411562177
367,2241.41975861,20.7324007924,0.508731749213,0.267607800564
368,2249.10367189,24.2195567638,0.502719725165,0.270172839701
369,2241.01241132,23.5310185202,0.505582593759,0.26494140446
370,2240.48281437,17.2384473336,0.502147151446,0.263442417957
371,2250.39687403,16.2029081492,0.510735757229,0.265016226291
372,2240.21568357,20.1407592301,0.496707701117,0.263414282257
373,2235.41335623,20.7437303742,0.521614657887,0.267301887674
374,2232.2464032,16.3934503899,0.504151159462,0.269392453464
375,2243.44488653,17.0293105623,0.500715717149,0.271197624382
376,2244.6724072,19.2686556198,0.504723733181,0.274909873902
377,2243.60118005,22.056560953,0.5052963069,0.273609561529
378,2240.45651187,17.6829636961,0.506441454337,0.265316060553
379,2238.37696198,20.7843522924,0.509018036072,0.27574096041
380,2225.99173303,17.5804647353,0.507300314916,0.27023528766
381,2233.23173702,16.1601120214,0.501002004008,0.269705854048
382,2221.43502123,20.8145979962,0.513312338964,0.271995170589
383,2227.96928696,26.0613900228,0.50501002004,0.267419307573
384,2240.34166488,23.3901904033,0.505582593759,0.268043401717
385,2229.62559652,28.2411683484,0.505582593759,0.268200546975
386,2230.04557368,20.7436785801,0.501574577727,0.269851924933
387,2220.77626758,13.8878094049,0.503292298883,0.265771359078
388,2214.894742,19.9190021729,0.51503006012,0.267875396613
389,2219.78480586,22.053389064,0.507300314916,0.271786873125
390,2211.31463645,20.6428590165,0.504723733181,0.270438827982
391,2216.36544678,26.9797927303,0.508731749213,0.270508638402
392,2215.10783215,23.4890460674,0.508731749213,0.268462817512
393,2222.47010959,23.1651845454,0.506155167478,0.271922935125
394,2222.94986965,18.3963696465,0.516461494417,0.27509327954
395,2211.60707914,26.8534095408,0.50501002004,0.270906362832
396,2216.54144225,20.1574742446,0.513884912683,0.266998246758
397,2217.39996744,17.5632405627,0.5052963069,0.274426033523
398,2201.29754234,22.3393007256,0.51016318351,0.272116682122
399,2212.29497502,17.2584894559,0.517034068136,0.27152725984
400,2211.01318157,15.0049483841,0.510449470369,0.273634300104
401,2215.07891561,23.9453448259,0.513598625823,0.269828647175
402,2209.95862022,14.3028107385,0.513312338964,0.269265869085
403,2211.45896055,23.5205229472,0.513598625823,0.271180117961
404,2206.63937751,27.2570145306,0.507586601775,0.274368437752
405,2203.23460558,23.6758135917,0.515602633839,0.269904268149
406,2212.3578098,18.5700838001,0.514171199542,0.27044487225
407,2196.44741658,13.2315196085,0.514171199542,0.270736043003
408,2197.30103076,20.3265589225,0.504723733181,0.267370404555
409,2194.17918038,14.387356482,0.511308330948,0.266859783584
410,2195.26821226,20.1824558554,0.519038076152,0.271847563015
411,2190.96914034,18.9937285631,0.517892928715,0.271769396819
412,2194.62641483,18.7347644069,0.520469510449,0.272063805834
413,2199.39120346,19.4029992695,0.508445462353,0.272886524273
414,2199.56479012,22.3606245338,0.519324363012,0.275626192347
415,2190.01677613,16.2584594975,0.509590609791,0.267310806187
416,2194.44555177,14.6360325248,0.51531634698,0.267684198903
417,2198.87852671,16.9838175706,0.51016318351,0.270285985189
418,2189.53904301,16.6334398421,0.520469510449,0.273715383094
419,2184.21639531,20.1367054892,0.513598625823,0.273566166085
420,2187.05700448,18.9358416171,0.512167191526,0.273221663553
421,2192.19750128,26.0006525246,0.51531634698,0.274142627128
422,2181.63532076,17.0146500439,0.517606641855,0.268457150451
423,2194.15868641,21.9252428256,0.514171199542,0.281463175528
424,2181.63886764,25.0455102489,0.519610649871,0.272452790011
425,2185.62828111,23.53121756,0.514171199542,0.271847253765
426,2182.43632642,22.0946798366,0.512453478385,0.270833953884
427,2174.40525288,14.341404913,0.518179215574,0.271215065961
428,2173.0396556,23.4101269181,0.512167191526,0.27211521756
429,2175.33844033,17.8312068591,0.522187231606,0.276126382914
430,2174.47649601,24.1549354917,0.508159175494,0.269261519535
431,2169.75894087,20.3359174475,0.519038076152,0.272485979923
432,2176.94117051,19.9393658789,0.526195247638,0.270061981694
433,2163.55355012,19.6913628501,0.526767821357,0.274087595743
434,2173.36856733,19.8269083972,0.511022044088,0.268265147649
435,2179.72671157,19.1942145151,0.52018322359,0.270239533718
436,2163.9176402,17.2849054633,0.519896936731,0.272541704858
437,2160.26281041,19.3120980968,0.511022044088,0.275808266287
438,2155.74833609,26.1690109353,0.52018322359,0.272509608694
439,2172.69242104,18.2961936596,0.521328371028,0.274270519956
440,2158.16434112,14.9755651734,0.521042084168,0.273277467996
441,2171.31973844,21.8995585833,0.526195247638,0.269964570024
442,2170.69736247,20.0290064327,0.515888920699,0.270879044581
443,2170.31629121,25.4341801668,0.513884912683,0.273030583681
444,2168.11154231,20.7868061054,0.518465502433,0.269770485541
445,2165.50494502,22.2220215627,0.5250501002,0.26987389193
446,2155.87580112,15.8924837674,0.516175207558,0.275530375804
447,2155.46217847,23.3238095238,0.524477526482,0.273490083156
448,2163.0242543,18.2998875209,0.523904952763,0.271681762426
449,2154.90544646,16.2530108653,0.522759805325,0.273458603823
450,2154.75028978,16.51974303,0.521614657887,0.272144949347
451,2149.78203467,16.9300998265,0.516461494417,0.271188782484
452,2144.9081037,17.258088419,0.520469510449,0.2717536934
453,2154.09403988,14.5379894893,0.518179215574,0.273551054194
454,2153.37751032,22.1259875102,0.524191239622,0.27423227169
455,2152.99517562,14.3551881604,0.524763813341,0.272198693342
456,2154.35504656,21.9043692133,0.515888920699,0.27242050707
457,2159.76726717,15.7819795325,0.525622673919,0.273263173373
458,2147.71613027,19.4787110617,0.518179215574,0.275207011841
459,2153.62111465,21.4160652842,0.52018322359,0.275490184205
460,2148.1214467,11.0248553801,0.517606641855,0.272552596452
461,2140.99020163,16.0668109813,0.53048955053,0.274222823552
462,2147.28239451,17.3655422809,0.520755797309,0.275548967789
463,2140.00064833,21.9701180722,0.522187231606,0.27187802632
464,2155.96562175,27.2813285258,0.533638705983,0.274856344007
